id,class_1,class_2,class_3,class_4
103476,0.07738527,0.4808362,0.25324976,0.18852879
103477,0.07372652,0.5452681,0.2586522,0.12235316
103478,0.07814611,0.5365698,0.17931585,0.20596825
103479,0.09950157,0.64067066,0.17291212,0.086915635
103480,0.070112824,0.4215374,0.3565283,0.15182145
103481,0.11547678,0.547181,0.21582912,0.12151309
103482,0.091407016,0.49365696,0.28645575,0.12848021
103483,0.08605903,0.670771,0.114603356,0.12856658
103484,0.11155496,0.5757901,0.21702439,0.09563058
103485,0.07387573,0.54586464,0.18642652,0.19383308
103486,0.09468543,0.5624649,0.183381,0.15946867
103487,0.07267581,0.6179199,0.1364801,0.17292416
103488,0.07660483,0.49551553,0.3321097,0.09577001
103489,0.062180646,0.68367136,0.19484127,0.0593067
103490,0.086453065,0.6331198,0.22139822,0.059028875
103491,0.08159837,0.58591586,0.093629345,0.23885646
103492,0.071161374,0.699692,0.14484945,0.084297165
103493,0.079748034,0.30443096,0.5333613,0.082459696
103494,0.06573388,0.46153533,0.21626008,0.25647065
103495,0.07847557,0.57734036,0.18229297,0.16189109
103496,0.06809633,0.4091228,0.28881243,0.23396851
103497,0.08481566,0.5233182,0.3291984,0.06266778
103498,0.06506224,0.72928315,0.114464074,0.09119056
103499,0.077021,0.48138118,0.28201526,0.15958254
103500,0.10344679,0.5289462,0.2650487,0.10255824
103501,0.07340144,0.6131536,0.20319177,0.11025318
103502,0.09233584,0.6001507,0.20146444,0.10604899
103503,0.10436409,0.5526782,0.18822327,0.1547344
103504,0.065521315,0.56313103,0.23741579,0.13393183
103505,0.08394513,0.4330789,0.32551694,0.15745895
103506,0.04159922,0.7943954,0.08371131,0.0802941
103507,0.07282321,0.53129053,0.23145604,0.16443023
103508,0.109774776,0.44229823,0.31308413,0.13484283
103509,0.06845302,0.6644655,0.13858849,0.128493
103510,0.1054188,0.5336449,0.30004364,0.060892586
103511,0.06842717,0.62630945,0.22837256,0.07689078
103512,0.07409414,0.73911476,0.13808909,0.04870206
103513,0.07534261,0.568783,0.17233819,0.18353625
103514,0.14066651,0.32784167,0.2487033,0.2827885
103515,0.08140092,0.54562914,0.17666708,0.19630288
103516,0.07711236,0.5557334,0.25198588,0.11516837
103517,0.094994016,0.55424196,0.20758885,0.14317517
103518,0.07813907,0.6637301,0.15523838,0.10289246
103519,0.0865323,0.4745487,0.32588547,0.11303349
103520,0.1521972,0.54778033,0.25232983,0.04769263
103521,0.05740789,0.5023927,0.35716167,0.083037734
103522,0.06897051,0.5528966,0.159235,0.2188979
103523,0.0796582,0.49947917,0.27651474,0.14434786
103524,0.14220808,0.693677,0.09652654,0.067588426
103525,0.123276636,0.6335134,0.16097552,0.08223445
103526,0.08931579,0.6883102,0.13675442,0.08561957
103527,0.08996818,0.7292879,0.12792996,0.05281395
103528,0.09637178,0.375063,0.46773905,0.060826134
103529,0.1301076,0.49998146,0.2960492,0.07386175
103530,0.06226326,0.59901,0.22212538,0.11660134
103531,0.081164554,0.5477823,0.17839926,0.1926539
103532,0.08228692,0.6408227,0.16187187,0.11501846
103533,0.12813403,0.6268897,0.13956778,0.10540848
103534,0.07602992,0.4782411,0.2777766,0.16795234
103535,0.07274239,0.48207104,0.31263444,0.13255216
103536,0.09961336,0.5514786,0.19698773,0.15192027
103537,0.09161801,0.65216875,0.16904958,0.08716365
103538,0.091664456,0.4932068,0.3106464,0.10448233
103539,0.07752188,0.5925072,0.19866419,0.13130677
103540,0.13573135,0.34671614,0.36450437,0.15304819
103541,0.089469686,0.6858741,0.13805085,0.0866053
103542,0.13118523,0.5883782,0.2503796,0.030056933
103543,0.078300856,0.631292,0.15173952,0.13866763
103544,0.05682182,0.50867075,0.3413115,0.09319597
103545,0.07949663,0.5203604,0.16478135,0.23536164
103546,0.09154628,0.61255187,0.17017491,0.12572691
103547,0.099675834,0.6025976,0.17931351,0.118413076
103548,0.10552604,0.54460937,0.25340685,0.09645775
103549,0.069515124,0.43173885,0.3157105,0.18303551
103550,0.08459401,0.53205395,0.1956259,0.1877261
103551,0.097653575,0.6158234,0.1549355,0.13158755
103552,0.07408792,0.57651395,0.18649872,0.16289939
103553,0.061824,0.64576477,0.21183057,0.08058063
103554,0.10239741,0.5212223,0.20483068,0.17154963
103555,0.057582635,0.7046594,0.16668706,0.071070895
103556,0.06843415,0.5350485,0.3506967,0.045820672
103557,0.06900385,0.61285186,0.20567031,0.112473994
103558,0.119194075,0.5838028,0.17889105,0.11811204
103559,0.1185054,0.61840326,0.18546805,0.077623256
103560,0.08891122,0.60348785,0.1690418,0.13855909
103561,0.06314982,0.5029912,0.35927978,0.07457917
103562,0.08821884,0.47965896,0.37711444,0.055007752
103563,0.056582972,0.6215608,0.17753768,0.14431855
103564,0.07794948,0.5852275,0.24626149,0.090561576
103565,0.08393206,0.59313095,0.2101711,0.11276595
103566,0.07561555,0.50463676,0.32519022,0.09455751
103567,0.15907896,0.47210145,0.23411272,0.13470685
103568,0.077738054,0.6360233,0.10211439,0.18412425
103569,0.084337935,0.65935063,0.13006705,0.12624441
103570,0.13841107,0.4634163,0.27494186,0.123230785
103571,0.07775825,0.5427323,0.24682346,0.13268596
103572,0.06119777,0.45366064,0.33434463,0.15079693
103573,0.10618421,0.675128,0.13840443,0.08028337
103574,0.07558626,0.64379513,0.11820398,0.16241464
103575,0.10422263,0.553691,0.18840462,0.15368174
103576,0.102243625,0.49781573,0.2913595,0.10858116
103577,0.11302872,0.6884691,0.13276519,0.06573695
103578,0.09992587,0.4435992,0.24596557,0.21050937
103579,0.08924628,0.5342728,0.24816056,0.12832037
103580,0.10251863,0.6177899,0.14372091,0.13597052
103581,0.08372927,0.5774271,0.14310549,0.19573818
103582,0.08755559,0.48940557,0.2871291,0.1359097
103583,0.071068175,0.6895548,0.11460846,0.12476852
103584,0.07990533,0.6542661,0.13555223,0.13027632
103585,0.0756132,0.53912973,0.18530144,0.19995561
103586,0.06529144,0.55380327,0.19588737,0.18501793
103587,0.12940083,0.69819033,0.12317394,0.049234908
103588,0.07190261,0.5473296,0.20688556,0.17388223
103589,0.08739326,0.5629328,0.2560712,0.09360277
103590,0.08234286,0.7303814,0.06437481,0.122900926
103591,0.071734995,0.5442773,0.28543878,0.09854892
103592,0.07813891,0.58245504,0.145979,0.19342701
103593,0.07697542,0.5310657,0.21031779,0.18164106
103594,0.07500089,0.59852487,0.26576588,0.060708396
103595,0.06941572,0.54909,0.2224389,0.15905538
103596,0.08107728,0.6582048,0.19585545,0.06486249
103597,0.07620827,0.49715707,0.2982045,0.12843011
103598,0.124395445,0.50573295,0.26665175,0.10321983
103599,0.0773043,0.6239194,0.1403162,0.15846004
103600,0.07761868,0.58010274,0.13874795,0.20353065
103601,0.17252447,0.59964544,0.17691836,0.050911754
103602,0.08089058,0.78275585,0.08980859,0.046544954
103603,0.08798263,0.62753993,0.21403249,0.070444964
103604,0.10969667,0.43517512,0.21551469,0.23961356
103605,0.084758736,0.5774031,0.18200557,0.15583257
103606,0.07582885,0.5523907,0.19420569,0.1775748
103607,0.10183621,0.638728,0.18328272,0.076153055
103608,0.09149313,0.5720597,0.14406793,0.19237927
103609,0.14559013,0.4064825,0.4161179,0.031809453
103610,0.058192894,0.70337266,0.16292606,0.07550838
103611,0.09479326,0.58354473,0.26773626,0.05392579
103612,0.051039737,0.58159375,0.19508718,0.17227937
103613,0.07870115,0.56192243,0.19730766,0.16206877
103614,0.119923666,0.4940486,0.23626848,0.14975928
103615,0.04493352,0.6698926,0.2118994,0.07327445
103616,0.08427795,0.40935588,0.29131365,0.21505256
103617,0.08376421,0.41336057,0.33354852,0.16932666
103618,0.12754326,0.6328879,0.18167835,0.057890486
103619,0.097102344,0.6012611,0.1545763,0.14706025
103620,0.07865338,0.6969243,0.15778665,0.06663559
103621,0.07999148,0.6453296,0.15115048,0.123528436
103622,0.07482854,0.51674235,0.2800204,0.12840873
103623,0.08241703,0.5202894,0.2197181,0.17757545
103624,0.124941856,0.66918975,0.1290734,0.07679499
103625,0.091733284,0.48736855,0.29772404,0.123174116
103626,0.077453196,0.68181586,0.14260712,0.09812384
103627,0.080150306,0.7555462,0.08866445,0.07563909
103628,0.08096246,0.6240927,0.19954945,0.095395364
103629,0.06624486,0.468621,0.30270913,0.162425
103630,0.06287464,0.65175194,0.1877286,0.09764483
103631,0.07584054,0.67182887,0.12125305,0.13107754
103632,0.060514614,0.6781507,0.121066384,0.14026831
103633,0.08478371,0.58920985,0.20639476,0.11961169
103634,0.06826346,0.7212529,0.12925307,0.08123056
103635,0.07882354,0.58625364,0.1798736,0.15504922
103636,0.08481258,0.49870482,0.29382974,0.122652896
103637,0.07880524,0.41362002,0.33240613,0.17516854
103638,0.07340493,0.6112187,0.1366158,0.17876054
103639,0.06602206,0.31030306,0.4519561,0.17171884
103640,0.09897381,0.59998786,0.16994439,0.1310939
103641,0.06464173,0.45733777,0.3656723,0.112348184
103642,0.11097885,0.5133527,0.27951398,0.09615446
103643,0.081651196,0.55245674,0.15973945,0.20615259
103644,0.0619407,0.53016627,0.17944978,0.22844324
103645,0.047337305,0.47052288,0.35244045,0.12969933
103646,0.10371917,0.51013345,0.32621983,0.059927538
103647,0.099622026,0.5590735,0.25728038,0.08402411
103648,0.08017037,0.60534155,0.14827146,0.16621663
103649,0.07034434,0.41515115,0.45999864,0.054505877
103650,0.09998296,0.5438791,0.20300178,0.15313621
103651,0.08509157,0.67697895,0.13608927,0.101840176
103652,0.08418335,0.5183211,0.2459632,0.15153235
103653,0.0734122,0.60144436,0.18205734,0.1430861
103654,0.089471035,0.50615364,0.31227523,0.092100106
103655,0.08103654,0.578266,0.18960778,0.15108962
103656,0.084311284,0.6026136,0.13668133,0.17639379
103657,0.07183151,0.7318172,0.12431995,0.072031334
103658,0.11701728,0.47639316,0.33985806,0.06673151
103659,0.10509269,0.4687539,0.2111516,0.21500187
103660,0.08979224,0.71158904,0.09693271,0.101685986
103661,0.087378465,0.6553068,0.16319913,0.09411559
103662,0.087404504,0.56414914,0.27358437,0.074862
103663,0.085875064,0.7101412,0.09279386,0.111189865
103664,0.09151266,0.6073118,0.18127027,0.119905286
103665,0.13070004,0.51946,0.23727922,0.112560704
103666,0.08646401,0.6028462,0.1788076,0.13188216
103667,0.08629738,0.57550806,0.16021565,0.17797893
103668,0.055410884,0.6346059,0.17222473,0.1377585
103669,0.068226576,0.61686563,0.21656138,0.09834636
103670,0.080041595,0.5768875,0.2493881,0.093682855
103671,0.09114165,0.6741939,0.12728228,0.10738214
103672,0.08758724,0.5262827,0.34027958,0.045850474
103673,0.10561022,0.49412215,0.29536676,0.10490085
103674,0.05954133,0.50344485,0.31890932,0.11810449
103675,0.10541223,0.5951897,0.22870035,0.07069772
103676,0.06657718,0.5662996,0.28090766,0.08621553
103677,0.079332896,0.62446606,0.109086685,0.18711434
103678,0.0914858,0.5321627,0.28390577,0.092445746
103679,0.08094902,0.49127373,0.34821922,0.07955798
103680,0.097722024,0.6283887,0.173946,0.0999433
103681,0.093312554,0.5702257,0.2084308,0.12803093
103682,0.063164555,0.62828374,0.2090073,0.0995444
103683,0.08844842,0.56108385,0.18072632,0.16974139
103684,0.05107794,0.6625392,0.20911145,0.07727142
103685,0.09219929,0.5746581,0.20747888,0.12566377
103686,0.1636101,0.5600462,0.18354307,0.0928006
103687,0.0789933,0.6325788,0.15125555,0.13717234
103688,0.08545314,0.55800676,0.18568672,0.17085344
103689,0.08030841,0.7292369,0.07543428,0.1150204
103690,0.10235893,0.60357195,0.21037963,0.083689444
103691,0.06310541,0.6020075,0.26831907,0.06656799
103692,0.11337997,0.48540226,0.27804694,0.123170875
103693,0.10135201,0.5274507,0.23761626,0.13358106
103694,0.08226582,0.54769474,0.18124935,0.18879008
103695,0.08232931,0.57340646,0.17728594,0.16697827
103696,0.0933022,0.594512,0.18508767,0.12709814
103697,0.10835222,0.51730394,0.23210065,0.14224316
103698,0.075865254,0.7336064,0.068543576,0.12198479
103699,0.08639354,0.6453379,0.13962342,0.12864517
103700,0.047629457,0.31286016,0.5790527,0.0604577
103701,0.08883139,0.62803864,0.17649294,0.106637016
103702,0.10263488,0.5906778,0.23356165,0.07312563
103703,0.07002129,0.6189423,0.2114967,0.09953976
103704,0.048620034,0.6454052,0.12269418,0.18328062
103705,0.04982525,0.4809929,0.36817393,0.10100792
103706,0.08017979,0.682278,0.13614908,0.10139317
103707,0.15272418,0.41277304,0.36794475,0.0665581
103708,0.06814429,0.27562973,0.53680384,0.11942211
103709,0.05247794,0.43796697,0.46673757,0.04281752
103710,0.06590265,0.45549238,0.32565472,0.15295024
103711,0.1150478,0.5811862,0.1885371,0.11522892
103712,0.06109702,0.46838355,0.29707253,0.1734469
103713,0.088940166,0.5368871,0.26203626,0.112136416
103714,0.06121616,0.5717932,0.31102708,0.055963576
103715,0.05802694,0.69935703,0.08365685,0.15895917
103716,0.12311209,0.5340852,0.26561624,0.07718645
103717,0.08305353,0.46192485,0.33627898,0.11874266
103718,0.0942816,0.67408514,0.12251918,0.10911407
103719,0.06313167,0.70100826,0.14381719,0.09204291
103720,0.08591868,0.57556236,0.25364843,0.08487054
103721,0.06337801,0.6428981,0.10912754,0.18459637
103722,0.087830774,0.5273754,0.2566545,0.12813935
103723,0.065402426,0.54228485,0.19914003,0.19317272
103724,0.04375162,0.7680831,0.1065351,0.08163021
103725,0.0701157,0.6886789,0.12685744,0.11434788
103726,0.06960255,0.698927,0.14621176,0.0852587
103727,0.09442809,0.6222792,0.15697958,0.12631312
103728,0.0799189,0.647413,0.12468545,0.14798261
103729,0.10191392,0.33287933,0.38499346,0.18021332
103730,0.09372184,0.64053357,0.09134783,0.17439678
103731,0.081531726,0.7300662,0.08679125,0.10161088
103732,0.14734879,0.45670906,0.3502561,0.045686107
103733,0.062978715,0.5384105,0.28384382,0.114766955
103734,0.07212617,0.6577066,0.18001199,0.09015519
103735,0.09824355,0.644104,0.16628964,0.091362745
103736,0.058873713,0.69837,0.10378873,0.1389676
103737,0.0779364,0.5669547,0.20827545,0.1468335
103738,0.078195564,0.6127919,0.15181872,0.15719385
103739,0.053328786,0.6923883,0.16717856,0.08710435
103740,0.07766979,0.40347493,0.4340718,0.084783524
103741,0.079031296,0.53101754,0.2581922,0.131759
103742,0.07864287,0.60524976,0.1850979,0.13100946
103743,0.08639353,0.6882118,0.12850729,0.0968874
103744,0.0728593,0.63075507,0.19431281,0.1020728
103745,0.06420341,0.5543119,0.2399654,0.14151932
103746,0.065390795,0.67060345,0.11640078,0.14760497
103747,0.09676651,0.5965202,0.15519318,0.15152013
103748,0.06028779,0.58326155,0.20730565,0.149145
103749,0.037810106,0.67313325,0.2085822,0.08047442
103750,0.09077661,0.56959546,0.16699114,0.17263682
103751,0.08046764,0.6051142,0.18760519,0.12681292
103752,0.076218784,0.78852576,0.081061654,0.05419379
103753,0.08389223,0.6236441,0.11765894,0.1748047
103754,0.07173897,0.57353204,0.15243328,0.20229574
103755,0.081067614,0.56721526,0.19072834,0.16098875
103756,0.07264216,0.541903,0.23261534,0.15283948
103757,0.08376607,0.6143463,0.15537088,0.1465167
103758,0.049900465,0.5102729,0.2174932,0.22233345
103759,0.0705238,0.41640186,0.44270122,0.070373125
103760,0.100155495,0.5738891,0.16958557,0.15636984
103761,0.10217268,0.55749613,0.24680844,0.093522765
103762,0.053005062,0.61671764,0.23600727,0.094270006
103763,0.08964406,0.60354954,0.17080402,0.13600236
103764,0.07772136,0.58409816,0.17216967,0.16601083
103765,0.082872145,0.7265952,0.07299289,0.11753974
103766,0.0702387,0.69049174,0.08679089,0.15247871
103767,0.10200758,0.49553496,0.2523308,0.1501267
103768,0.08506161,0.38620126,0.3689489,0.15978822
103769,0.09253139,0.58956057,0.203166,0.11474207
103770,0.084187716,0.6489283,0.163985,0.10289896
103771,0.076101184,0.5574139,0.2962765,0.070208415
103772,0.15603173,0.5990853,0.11869933,0.12618364
103773,0.08499921,0.5622121,0.24588935,0.10689936
103774,0.046493422,0.7030451,0.1828901,0.06757135
103775,0.09977092,0.44962165,0.33779496,0.112812445
103776,0.079666354,0.507351,0.21141227,0.2015704
103777,0.078875184,0.54960424,0.19108333,0.18043727
103778,0.10049456,0.6044016,0.12098082,0.17412305
103779,0.08501813,0.58313006,0.22534089,0.10651095
103780,0.11079197,0.5789227,0.22978956,0.08049578
103781,0.14649218,0.58812374,0.17284825,0.09253584
103782,0.1184155,0.76082754,0.07089722,0.04985973
103783,0.06555648,0.7113826,0.14140251,0.0816584
103784,0.11762589,0.638715,0.15504585,0.08861324
103785,0.10804384,0.5499307,0.2476265,0.09439893
103786,0.0784458,0.5453299,0.25307766,0.12314659
103787,0.04551831,0.59616137,0.24902087,0.10929944
103788,0.114841305,0.57570195,0.17022131,0.1392355
103789,0.09948519,0.5823923,0.20551258,0.11260994
103790,0.094219424,0.6626176,0.12412722,0.11903572
103791,0.08442365,0.43687636,0.3886371,0.09006289
103792,0.0791079,0.42665207,0.37244043,0.12179963
103793,0.09290695,0.6197346,0.16295688,0.124401614
103794,0.08230781,0.63783437,0.13906112,0.14079672
103795,0.14661181,0.59862065,0.17103785,0.08372972
103796,0.07839259,0.41527936,0.32100978,0.18531823
103797,0.11316565,0.6999625,0.14585552,0.04101638
103798,0.0692655,0.5059547,0.23808485,0.18669501
103799,0.07656615,0.6141418,0.13386373,0.17542827
103800,0.08805653,0.5268515,0.21256773,0.17252432
103801,0.08435855,0.70593154,0.109245814,0.10046408
103802,0.100471556,0.56466484,0.21876433,0.11609923
103803,0.05698334,0.7071239,0.12925933,0.10663346
103804,0.08179354,0.6458739,0.12724921,0.14508338
103805,0.098565236,0.57361865,0.20596962,0.121846534
103806,0.07786604,0.6456505,0.19388592,0.082597524
103807,0.04784216,0.7382683,0.11870003,0.09518952
103808,0.061639678,0.5788167,0.17564851,0.18389511
103809,0.1028562,0.68467015,0.121103816,0.091369875
103810,0.09829158,0.59546596,0.19442144,0.11182101
103811,0.086124286,0.6911961,0.12538114,0.09729848
103812,0.10007189,0.62697417,0.19073108,0.082222864
103813,0.100000076,0.37691867,0.36199385,0.16108741
103814,0.071247995,0.5991546,0.17119661,0.15840076
103815,0.09320062,0.63650936,0.15857658,0.11171347
103816,0.08255194,0.55369043,0.1804235,0.18333411
103817,0.08587474,0.6024374,0.17518468,0.1365032
103818,0.099401414,0.6650369,0.14373209,0.09182957
103819,0.057499353,0.65305847,0.21014471,0.07929745
103820,0.06379756,0.4993423,0.31890845,0.11795167
103821,0.08355748,0.528192,0.28794655,0.10030401
103822,0.04761414,0.4756824,0.41034093,0.06636256
103823,0.08056466,0.6893664,0.14482257,0.08524635
103824,0.11576607,0.74667776,0.08366194,0.05389421
103825,0.09077915,0.69821495,0.09743263,0.11357326
103826,0.07275511,0.5486633,0.2781384,0.100443184
103827,0.078218445,0.6106276,0.23260127,0.07855271
103828,0.07569351,0.5143164,0.2945477,0.11544239
103829,0.073452964,0.6946734,0.102980405,0.12889321
103830,0.061334867,0.5961488,0.22393271,0.11858364
103831,0.08019491,0.39199388,0.39362338,0.13418783
103832,0.07775428,0.6273381,0.14334585,0.15156172
103833,0.050758034,0.81041247,0.099848315,0.038981155
103834,0.11747217,0.6347273,0.14882116,0.09897937
103835,0.08620187,0.56363636,0.2165441,0.13361764
103836,0.09703013,0.3960094,0.30425924,0.2027012
103837,0.077269666,0.651614,0.14513797,0.12597837
103838,0.0944303,0.5558995,0.1862745,0.16339567
103839,0.08393046,0.6081993,0.15964441,0.14822578
103840,0.094104074,0.607682,0.15931687,0.13889708
103841,0.0868102,0.64624274,0.13762975,0.1293173
103842,0.0905428,0.7561899,0.08535005,0.0679173
103843,0.07547213,0.5087353,0.30347997,0.11231257
103844,0.07087079,0.607391,0.2149142,0.10682397
103845,0.06887951,0.6736079,0.10473101,0.15278164
103846,0.0728916,0.5794402,0.15985501,0.18781321
103847,0.06837206,0.6469306,0.1744252,0.11027214
103848,0.09530836,0.5845949,0.13626169,0.18383506
103849,0.06881294,0.3911172,0.4255909,0.11447899
103850,0.071442425,0.5549938,0.16509517,0.20846859
103851,0.07278205,0.568747,0.2246303,0.13384065
103852,0.10419349,0.5998469,0.21667467,0.079284966
103853,0.07542628,0.5900823,0.18584698,0.14864443
103854,0.070572115,0.7279166,0.07546661,0.12604462
103855,0.10256508,0.5299455,0.1306338,0.23685561
103856,0.037338883,0.54916215,0.3077426,0.10575635
103857,0.08967315,0.5440645,0.19219114,0.17407116
103858,0.07844485,0.62312794,0.20461361,0.09381365
103859,0.14572994,0.614839,0.17310925,0.06632185
103860,0.04627115,0.7117138,0.0895467,0.15246838
103861,0.10283951,0.54046756,0.16188818,0.19480471
103862,0.13883667,0.56811166,0.18861648,0.104435176
103863,0.060611952,0.6390535,0.22335474,0.076979734
103864,0.07193097,0.69070554,0.13675997,0.10060352
103865,0.090009466,0.54224503,0.14742538,0.22032015
103866,0.08850855,0.48124272,0.2406271,0.18962163
103867,0.09618048,0.624319,0.19996291,0.07953757
103868,0.093507595,0.5392819,0.2214687,0.1457418
103869,0.11011215,0.54119617,0.2893968,0.05929491
103870,0.08666686,0.5545458,0.21350668,0.14528064
103871,0.1293463,0.622936,0.15581144,0.09190622
103872,0.08920203,0.53161204,0.21736899,0.16181695
103873,0.060503498,0.64560795,0.1449367,0.14895183
103874,0.07981305,0.5803237,0.24238917,0.09747411
103875,0.09472327,0.47977364,0.28024483,0.14525831
103876,0.09687918,0.60539144,0.2093308,0.08839862
103877,0.08208346,0.5293374,0.33013397,0.05844513
103878,0.08095744,0.55462325,0.16158731,0.20283195
103879,0.12006213,0.62846863,0.14372374,0.10774552
103880,0.07369266,0.5744232,0.16215289,0.1897313
103881,0.14780454,0.5108175,0.25065958,0.09071834
103882,0.09504418,0.6159063,0.16284981,0.1261997
103883,0.13444443,0.68109417,0.08092144,0.10353994
103884,0.07888098,0.56357396,0.24614461,0.11140041
103885,0.1202076,0.6679501,0.14093597,0.070906386
103886,0.07090559,0.7001799,0.1714687,0.057445798
103887,0.06871658,0.5208601,0.23989177,0.17053156
103888,0.085646845,0.6000255,0.1875846,0.12674308
103889,0.07552791,0.6734901,0.16447772,0.08650426
103890,0.09781341,0.4768369,0.16100885,0.26434085
103891,0.08029849,0.73401004,0.12971261,0.055978887
103892,0.07413881,0.5906192,0.23396476,0.1012772
103893,0.07816505,0.5801024,0.24247532,0.09925721
103894,0.090197824,0.6446984,0.1885966,0.0765072
103895,0.06783933,0.82281774,0.052659437,0.05668349
103896,0.09576122,0.41996956,0.40215698,0.082112305
103897,0.10945345,0.54352707,0.2672078,0.0798117
103898,0.09973594,0.6620857,0.10353554,0.13464284
103899,0.10203301,0.39709595,0.43202466,0.06884639
103900,0.08700652,0.6157122,0.20601866,0.09126264
103901,0.17486079,0.48351327,0.29194847,0.049677435
103902,0.060084198,0.47935784,0.3902727,0.0702853
103903,0.07407544,0.5857886,0.16825914,0.17187685
103904,0.08581502,0.6781801,0.09982749,0.1361774
103905,0.087947495,0.6920368,0.16613783,0.053877838
103906,0.058793258,0.7205504,0.1229257,0.09773065
103907,0.12774798,0.5612322,0.20136082,0.10965897
103908,0.047977876,0.79457086,0.084588304,0.072862916
103909,0.035982374,0.71516824,0.16846724,0.08038217
103910,0.10768569,0.47665334,0.2088156,0.20684534
103911,0.09354956,0.55739605,0.21460499,0.13444941
103912,0.1145846,0.48451573,0.28760025,0.11329945
103913,0.07677462,0.4561272,0.39977616,0.06732205
103914,0.09747698,0.56235635,0.24505803,0.09510862
103915,0.106863946,0.38162422,0.421903,0.08960887
103916,0.08674969,0.6621159,0.114492334,0.13664211
103917,0.12450316,0.4487324,0.26418987,0.16257459
103918,0.076962635,0.45608836,0.39426634,0.07268266
103919,0.083003454,0.38880417,0.48423052,0.043961924
103920,0.0785104,0.5861995,0.15184692,0.18344319
103921,0.082138866,0.66971403,0.18762542,0.060521726
103922,0.0803629,0.5992983,0.17347072,0.14686811
103923,0.102875575,0.64029837,0.178152,0.078674026
103924,0.0794857,0.48455033,0.3522408,0.083723225
103925,0.09421583,0.65220207,0.11987663,0.13370548
103926,0.070886545,0.6674596,0.14017187,0.121481925
103927,0.10307915,0.54654884,0.30747887,0.042893115
103928,0.08996403,0.61372906,0.2012329,0.09507408
103929,0.10075884,0.49908164,0.24709211,0.15306738
103930,0.0771944,0.56790483,0.19868998,0.15621078
103931,0.07643149,0.56155366,0.3186163,0.04339855
103932,0.07693499,0.5933846,0.15435718,0.17532325
103933,0.061924294,0.6120236,0.17678416,0.14926793
103934,0.070943534,0.48873594,0.3296176,0.11070295
103935,0.077211134,0.5156487,0.19028148,0.21685867
103936,0.06300944,0.6632507,0.14948559,0.12425423
103937,0.07317867,0.5006693,0.18430588,0.24184619
103938,0.050684057,0.21695456,0.66810286,0.06425852
103939,0.09663568,0.63281757,0.15027496,0.12027182
103940,0.04609791,0.8140976,0.09041354,0.049390923
103941,0.06967028,0.6470777,0.16354969,0.11970238
103942,0.08251191,0.48654202,0.26705265,0.16389339
103943,0.07434853,0.5093704,0.23841214,0.17786893
103944,0.07734065,0.6041109,0.1574536,0.16109486
103945,0.088328995,0.5504818,0.2930253,0.06816388
103946,0.083119646,0.7261886,0.10918697,0.081504814
103947,0.10307835,0.6456856,0.12673746,0.12449863
103948,0.0951817,0.51067656,0.2812938,0.112847954
103949,0.05955598,0.72274864,0.12512136,0.09257406
103950,0.071656436,0.4229185,0.38465717,0.120767884
103951,0.07075344,0.3761668,0.40814674,0.14493303
103952,0.077026546,0.57841593,0.17913368,0.16542386
103953,0.078943364,0.53757703,0.22873431,0.15474531
103954,0.101412654,0.6524077,0.14878163,0.09739801
103955,0.08097302,0.5451269,0.2212868,0.15261327
103956,0.091032326,0.63957155,0.13772349,0.1316726
103957,0.05248575,0.73470455,0.14505273,0.06775699
103958,0.07228216,0.4801435,0.20306265,0.24451172
103959,0.0501643,0.545201,0.21611734,0.18851735
103960,0.073638864,0.6406759,0.15556404,0.13012117
103961,0.06893801,0.5946418,0.21304405,0.123376206
103962,0.070729725,0.54788595,0.12426625,0.25711814
103963,0.08979115,0.6907788,0.13411261,0.08531739
103964,0.052918594,0.6570332,0.2227693,0.06727891
103965,0.09600752,0.6593434,0.14636251,0.09828654
103966,0.07295823,0.5837474,0.20016585,0.14312856
103967,0.08389269,0.45518625,0.24329488,0.21762615
103968,0.0715461,0.47874472,0.3089704,0.1407388
103969,0.08570965,0.5132883,0.2207001,0.18030195
103970,0.10311037,0.47711265,0.25538418,0.16439278
103971,0.09201495,0.5785304,0.1780187,0.15143594
103972,0.09091001,0.65587825,0.18014969,0.073062025
103973,0.07641389,0.5187397,0.23179735,0.17304906
103974,0.059483,0.42921403,0.33732173,0.17398123
103975,0.08597224,0.50893134,0.24671295,0.15838343
103976,0.09056821,0.36244473,0.4067297,0.14025739
103977,0.06904579,0.6668645,0.10815079,0.15593888
103978,0.073363595,0.55519134,0.25716916,0.1142759
103979,0.08076265,0.66792005,0.15419422,0.09712303
103980,0.11459972,0.5477819,0.25123522,0.086383134
103981,0.11764744,0.61997586,0.15813753,0.10423919
103982,0.087499626,0.793103,0.06862472,0.05077265
103983,0.099873565,0.52592254,0.20461443,0.16958946
103984,0.08211476,0.6271258,0.17472929,0.116030104
103985,0.08346193,0.4616253,0.3258291,0.1290837
103986,0.080140024,0.55780005,0.19394134,0.16811858
103987,0.07431454,0.6526787,0.17915261,0.09385413
103988,0.17824182,0.6650479,0.091481835,0.06522847
103989,0.08307241,0.61204976,0.16608948,0.1387884
103990,0.07545046,0.7180541,0.09739313,0.10910233
103991,0.098422214,0.4946678,0.26508966,0.14182037
103992,0.09048769,0.6154012,0.15912353,0.13498762
103993,0.07860648,0.53431326,0.22356798,0.16351227
103994,0.07144361,0.7236687,0.09477169,0.110116
